Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,OriginSnow,OriginPrcp,DestSnow,DestPrcp,Holiday
2008,2,2,6,630,630,835,840,WN,1859,N392SW,65,70,45,-5,0,SAN,PHX,304,5,15,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,1
2008,2,2,6,1502,1505,1707,1715,WN,2006,N747SA,65,70,48,-8,-3,SAN,PHX,304,9,8,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,1
2008,2,2,6,1327,1225,1541,1435,WN,2725,N663SW,74,70,50,66,62,SAN,PHX,304,6,18,0,,0,6,0,4,0,56,0.0,0.0,0.0,0.0,1
2008,2,2,6,1846,1850,2055,2100,WN,2965,N700GS,69,70,50,-5,-4,SAN,PHX,304,7,12,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,1
2008,2,2,6,1015,1005,1217,1215,WN,3595,N503SW,62,70,49,2,10,SAN,PHX,304,6,7,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,1
2008,2,2,6,1003,955,1133,1120,WN,1668,N359SW,90,85,76,13,8,SAN,RNO,488,5,9,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,1
2008,2,2,6,1732,1735,1905,1900,WN,3847,N217JC,93,85,82,5,-3,SAN,RNO,488,4,7,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,1
2008,2,2,6,1100,1105,1521,1540,WN,1484,N250WN,141,155,129,-19,-5,SAN,SAT,1129,3,9,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,1
2008,2,2,6,1513,1500,1651,1630,WN,295,N215WN,98,90,84,21,13,SAN,SFO,447,3,11,0,,0,0,0,10,0,11,0.0,0.0,0.0,58.0,1
2008,2,2,6,1700,1705,1846,1835,WN,369,N450WN,106,90,93,11,-5,SAN,SFO,447,3,10,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,58.0,1
2008,2,2,6,2048,2050,2245,2220,WN,718,N466WN,117,90,105,25,-2,SAN,SFO,447,4,8,0,,0,0,0,25,0,0,0.0,0.0,0.0,58.0,1
2008,2,2,6,NA,1230,NA,1400,WN,1594,,NA,90,NA,NA,NA,SAN,SFO,447,NA,NA,1,C,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,58.0,1
2008,2,2,6,921,835,1116,1005,WN,2638,N663SW,115,90,92,71,46,SAN,SFO,447,4,19,0,,0,0,0,71,0,0,0.0,0.0,0.0,58.0,1
2008,2,2,6,1850,1855,2045,2025,WN,2712,N234WN,115,90,101,20,-5,SAN,SFO,447,3,11,0,,0,0,0,20,0,0,0.0,0.0,0.0,58.0,1
2008,2,2,6,1325,1120,1512,1250,WN,3056,N700GS,107,90,88,142,125,SAN,SFO,447,4,15,0,,0,0,0,142,0,0,0.0,0.0,0.0,58.0,1
2008,2,2,6,630,635,813,805,WN,3512,N468WN,103,90,83,8,-5,SAN,SFO,447,4,16,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,58.0,1
2008,2,2,6,717,715,840,835,WN,142,N459WN,83,80,68,5,2,SAN,SJC,417,6,9,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,15.0,1
2008,2,2,6,1631,1635,1759,1755,WN,187,N409WN,88,80,75,4,-4,SAN,SJC,417,4,9,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,15.0,1
2008,2,2,6,1846,1850,2013,2010,WN,590,N706SW,87,80,72,3,-4,SAN,SJC,417,4,11,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,15.0,1
2008,2,2,6,1455,1500,1622,1620,WN,1253,N662SW,87,80,75,2,-5,SAN,SJC,417,3,9,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,15.0,1
2008,2,2,6,951,955,1111,1115,WN,1380,N484WN,80,80,68,-4,-4,SAN,SJC,417,4,8,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,15.0,1
2008,2,2,6,1144,1140,1303,1305,WN,2704,N704SW,79,85,69,-2,4,SAN,SJC,417,3,7,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,15.0,1
2008,2,2,6,1321,1305,1454,1425,WN,3163,N218WN,93,80,72,29,16,SAN,SJC,417,4,17,0,,0,10,0,13,0,6,0.0,0.0,0.0,15.0,1
2008,2,2,6,1750,1750,1913,1910,WN,3688,N455WN,83,80,70,3,0,SAN,SJC,417,4,9,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,15.0,1
2008,2,2,6,1004,1005,1137,1140,WN,69,N206WN,93,95,77,-3,-1,SAN,SMF,480,4,12,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,76.0,1
2008,2,2,6,1306,1310,1443,1445,WN,245,N718SW,97,95,82,-2,-4,SAN,SMF,480,4,11,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,76.0,1
2008,2,2,6,1209,1200,1349,1335,WN,476,N209WN,100,95,81,14,9,SAN,SMF,480,5,14,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,76.0,1
2008,2,2,6,1806,1805,1946,1935,WN,477,N757LV,100,90,84,11,1,SAN,SMF,480,5,11,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,76.0,1
2008,2,2,6,705,710,834,845,WN,774,N331SW,89,95,77,-11,-5,SAN,SMF,480,4,8,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,76.0,1
2008,2,2,6,1716,1700,1855,1830,WN,1231,N602SW,99,90,85,25,16,SAN,SMF,480,6,8,0,,0,0,0,9,0,16,0.0,0.0,0.0,76.0,1
2008,2,2,6,1124,1115,1300,1250,WN,1239,N652SW,96,95,80,10,9,SAN,SMF,480,4,12,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,76.0,1
2008,2,2,6,1400,1405,1538,1535,WN,1337,N345SA,98,90,86,3,-5,SAN,SMF,480,5,7,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,76.0,1
2008,2,2,6,840,840,1011,1015,WN,1914,N378SW,91,95,79,-4,0,SAN,SMF,480,4,8,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,76.0,1
2008,2,2,6,1556,1555,1744,1725,WN,2031,N388SW,108,90,86,19,1,SAN,SMF,480,5,17,0,,0,0,0,19,0,0,0.0,0.0,0.0,76.0,1
2008,2,2,6,1932,1930,2112,2105,WN,2372,N430WN,100,95,84,7,2,SAN,SMF,480,6,10,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,76.0,1
2008,2,2,6,931,935,1136,1145,WN,494,N212WN,65,70,51,-9,-4,SAN,TUS,367,3,11,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,1
2008,2,2,6,1146,1145,1356,1355,WN,1451,N662SW,70,70,57,1,1,SAN,TUS,367,3,10,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,1
2008,2,2,6,1519,1525,1723,1735,WN,3140,N485WN,64,70,55,-12,-6,SAN,TUS,367,2,7,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,1
2008,2,2,6,949,950,1141,1155,WN,303,N631SW,112,125,102,-14,-1,SAT,BNA,822,3,7,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,1
2008,2,2,6,1412,1415,1800,1820,WN,586,N787SA,168,185,156,-20,-3,SAT,BWI,1407,2,10,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,1
2008,2,2,6,635,640,1028,1045,WN,2382,N457WN,173,185,164,-17,-5,SAT,BWI,1407,3,6,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,1
2008,2,2,6,2053,2000,2142,2055,WN,655,N223WN,49,55,38,47,53,SAT,DAL,248,4,7,0,,0,0,0,0,0,47,0.0,0.0,0.0,0.0,1
2008,2,2,6,831,835,921,930,WN,1033,N637SW,50,55,41,-9,-4,SAT,DAL,248,3,6,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,1
2008,2,2,6,1200,1155,1252,1250,WN,1322,N647SW,52,55,39,2,5,SAT,DAL,248,3,10,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,1
2008,2,2,6,1543,1545,1634,1640,WN,1664,N655WN,51,55,41,-6,-2,SAT,DAL,248,3,7,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,1
2008,2,2,6,745,745,841,840,WN,2121,N504SW,56,55,41,1,0,SAT,DAL,248,4,11,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,1
2008,2,2,6,1418,1415,1510,1510,WN,2893,N379SW,52,55,39,0,3,SAT,DAL,248,3,10,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,1
2008,2,2,6,1135,1140,1210,1210,WN,1182,N773SA,95,90,80,0,-5,SAT,ELP,496,5,10,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,1
2008,2,2,6,1646,1650,1723,1720,WN,1640,N389SW,97,90,81,3,-4,SAT,ELP,496,4,12,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,1
2008,2,2,6,1634,1615,1720,1705,WN,609,N348SW,46,50,36,15,19,SAT,HOU,192,2,8,0,,0,0,0,0,0,15,0.0,0.0,0.0,0.0,1
2008,2,2,6,656,655,735,740,WN,825,N385SW,39,45,29,-5,1,SAT,HOU,192,4,6,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,1
2008,2,2,6,1405,1410,1454,1500,WN,1188,N406WN,49,50,35,-6,-5,SAT,HOU,192,7,7,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,1
2008,2,2,6,1008,1010,1045,1055,WN,1465,N252WN,37,45,29,-10,-2,SAT,HOU,192,2,6,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,1
2008,2,2,6,1822,1825,1907,1915,WN,196,N231WN,45,50,37,-8,-3,SAT,HRL,233,2,6,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,1
2008,2,2,6,741,745,843,845,WN,711,N299WN,182,180,163,-2,-4,SAT,LAS,1069,9,10,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,1
2008,2,2,6,1050,1055,1143,1155,WN,1118,N425LV,173,180,164,-12,-5,SAT,LAS,1069,4,5,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,1
2008,2,2,6,1510,1515,1608,1615,WN,3234,N233LV,178,180,165,-7,-5,SAT,LAS,1069,4,9,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,1
2008,2,2,6,1249,1250,1423,1410,WN,752,N486WN,214,200,178,13,-1,SAT,LAX,1210,24,12,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,1
2008,2,2,6,1601,1605,1920,1935,WN,1484,N250WN,139,150,122,-15,-4,SAT,MCO,1040,10,7,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,1
2008,2,2,6,1028,1030,1348,1400,WN,2262,N487WN,140,150,125,-12,-2,SAT,MCO,1040,9,6,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,1
2008,2,2,6,950,955,1209,1225,WN,740,N376SW,139,150,124,-16,-5,SAT,MDW,1036,6,9,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,1
