Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,OriginSnow,OriginPrcp,DestSnow,DestPrcp,Holiday
2008,1,1,2,653,700,741,745,XE,220,N12201,108,105,85,-4,-7,OKC,ABQ,510,5,18,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1958,1850,2215,2116,XE,221,N12175,77,86,64,59,68,ABQ,OKC,510,4,9,0,,0,0,0,0,0,59,0.0,0.0,0.0,0.0,3
2008,1,1,2,1629,1515,1934,1824,XE,221,N12175,125,129,108,70,74,SMF,ABQ,866,6,11,0,,0,70,0,0,0,0,0.0,0.0,0.0,0.0,3
2008,1,1,2,703,700,902,859,XE,222,N14186,239,239,214,3,3,TUL,SMF,1419,5,20,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1829,1810,2327,2323,XE,223,N12166,178,193,163,4,19,SMF,TUL,1419,5,10,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1653,1655,1755,1816,XE,224,N14186,182,201,162,-21,-2,AUS,ONT,1197,7,13,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1455,1455,1617,1612,XE,224,N14186,82,77,53,5,0,OKC,AUS,358,4,25,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,937,925,1430,1429,XE,224,N14186,173,184,158,1,12,SMF,OKC,1342,4,11,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1347,1350,1632,1630,XE,226,N12201,105,100,76,2,-3,ABQ,SAT,609,21,8,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1008,1015,1314,1324,XE,226,N12201,126,129,107,-10,-7,SMF,ABQ,866,6,13,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,734,730,837,840,XE,23,N13161,183,190,167,-3,4,OKC,ONT,1140,7,9,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1257,1300,1520,1540,XE,24,N13550,143,160,126,-20,-3,ONT,GEG,936,6,11,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1813,1750,2138,2123,XE,25,N14198,145,153,128,15,23,TUS,MCI,1036,9,8,0,,0,8,0,0,0,7,0.0,0.0,0.0,0.0,3
2008,1,1,2,806,715,935,839,XE,251,N14198,89,84,65,56,51,RNO,LGB,402,3,21,0,,0,51,0,5,0,0,0.0,0.0,0.0,0.0,3
2008,1,1,2,1922,1920,2040,2045,XE,252,N11164,78,85,62,-5,2,LGB,RNO,402,6,10,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1729,1735,1826,1849,XE,254,N11199,117,134,101,-23,-6,TUS,RNO,710,6,10,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,2127,1810,24,2120,XE,26,N11544,117,130,106,184,197,MCI,RDU,904,3,8,0,,0,184,0,0,0,0,0.0,0.0,0.0,0.0,3
2008,1,1,2,1137,1140,1332,1332,XE,300,N14907,115,112,100,0,-3,GEG,SMF,649,4,11,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,753,730,901,854,XE,301,N26549,128,144,115,7,23,SAT,TUS,762,5,8,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,931,920,1040,1044,XE,301,N26549,129,144,112,-4,11,TUS,SMF,752,5,12,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1104,1110,1405,1410,XE,302,N26549,121,120,103,-5,-6,SMF,TUS,752,5,13,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,725,730,844,901,XE,303,N13553,139,151,121,-17,-5,AUS,TUS,797,4,14,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1209,1210,1356,1410,XE,308,N11194,167,180,149,-14,-1,JAX,AUS,954,4,14,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1445,1450,1547,1614,XE,309,N26549,122,144,108,-27,-5,TUS,SMF,752,6,8,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1412,1420,1628,1620,XE,310,N14907,136,120,87,8,-8,SMF,GEG,649,36,13,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,922,925,1016,1032,XE,311,N18557,114,127,100,-16,-3,AUS,ABQ,619,4,10,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1958,1855,2304,2204,XE,312,N12563,126,129,108,60,63,AUS,JAX,954,10,8,0,,0,0,0,0,0,60,0.0,0.0,0.0,0.0,3
2008,1,1,2,1929,1910,2040,2031,XE,314,N18557,71,81,57,9,19,JAX,RDU,408,4,10,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1921,1930,2040,2109,XE,315,N11193,139,159,125,-29,-9,ABQ,SMF,866,5,9,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1755,1755,1844,1902,XE,315,N11193,109,127,94,-18,0,AUS,ABQ,619,6,9,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1845,1855,2119,2139,XE,318,N12195,94,104,81,-20,-10,ABQ,AUS,619,5,8,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1348,1330,1730,1720,XE,319,N14198,162,170,144,10,18,GEG,TUS,1125,6,12,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1904,1845,2339,2323,XE,32,N14203,155,158,139,16,19,ONT,OKC,1140,4,12,0,,0,11,0,0,0,5,0.0,0.0,0.0,0.0,3
2008,1,1,2,1736,1745,2022,2040,XE,320,N11551,106,115,91,-18,-9,MSY,RDU,779,3,12,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1552,1600,1706,1720,XE,320,N11551,74,80,62,-14,-8,SAT,MSY,495,6,6,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1700,1700,1818,1820,XE,321,N12201,78,80,63,-2,0,SAT,OKC,407,4,11,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1626,1635,1915,1927,XE,322,N13553,109,112,94,-12,-9,TUS,SAT,762,4,11,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1635,1640,1745,1805,XE,33,N11194,190,205,174,-20,-5,TUL,ONT,1236,6,10,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1738,1745,2222,2227,XE,4,N14188,164,162,149,-5,-7,ONT,AUS,1197,6,9,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,711,715,1012,1034,XE,400,N19554,121,139,111,-22,-4,SAN,BOI,749,4,6,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1100,1105,1213,1216,XE,401,N19554,133,131,120,-3,-5,BOI,SAN,749,5,8,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1426,1430,1747,1749,XE,402,N14562,141,139,106,-2,-4,SAN,BOI,749,28,7,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1740,1740,1852,1851,XE,403,N16559,132,131,121,1,0,BOI,SAN,749,3,8,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,750,800,908,933,XE,404,N12163,198,213,180,-25,-10,OMA,SAN,1313,4,14,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,704,700,818,821,XE,405,N14204,134,141,113,-3,4,COS,SAN,816,4,17,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,718,715,837,827,XE,406,N14162,199,192,162,10,3,OKC,SAN,1136,6,31,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,950,1000,1452,1501,XE,407,N12163,182,181,167,-9,-10,SAN,OMA,1313,8,7,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,910,855,1355,1342,XE,408,N14162,165,167,155,13,15,SAN,TUL,1236,4,6,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,842,850,1314,1325,XE,409,N14204,152,155,139,-11,-8,SAN,OKC,1136,6,7,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1130,1140,1405,1420,XE,41,N17196,95,100,78,-15,-10,ABQ,TUL,608,6,11,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,824,830,1103,1111,XE,41,N17196,99,101,83,-8,-6,ONT,ABQ,631,5,11,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1454,1500,1601,1629,XE,410,N17196,187,209,177,-28,-6,TUL,SAN,1236,3,7,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1849,1850,1945,2002,XE,411,N12201,176,192,159,-17,-1,OKC,SAN,1136,5,12,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1444,1450,1559,1623,XE,412,N13161,195,213,181,-24,-6,OMA,SAN,1313,3,11,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1650,1700,2115,2135,XE,414,N17196,145,155,136,-20,-10,SAN,OKC,1136,5,4,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1707,1650,2205,2151,XE,415,N13161,178,181,163,14,17,SAN,OMA,1313,6,9,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1351,1310,1727,1620,XE,416,N27190,156,130,110,67,41,SAN,COS,816,40,6,0,,0,0,0,26,0,41,0.0,0.0,0.0,0.0,3
2008,1,1,2,635,645,937,955,XE,417,N12195,122,130,111,-18,-10,SAN,COS,816,4,7,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1204,1105,1314,1226,XE,420,N27190,130,141,114,48,59,COS,SAN,816,5,11,0,,0,5,0,0,9,34,0.0,0.0,0.0,0.0,3
2008,1,1,2,621,630,900,923,XE,421,N13550,159,173,138,-23,-9,SAN,GEG,1027,6,15,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1058,1100,1344,1338,XE,422,N14562,166,158,146,6,-2,GEG,SAN,1027,5,15,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1538,1515,1801,1808,XE,423,N16546,143,173,131,-7,23,SAN,GEG,1027,5,7,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1839,1840,2123,2118,XE,424,N16546,164,158,151,5,-1,GEG,SAN,1027,5,8,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1922,1920,2025,2035,XE,427,N16559,63,75,48,-10,2,SAN,FAT,314,5,10,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,831,700,935,807,XE,428,N16546,64,67,50,88,91,FAT,SAN,314,5,9,0,,0,0,88,0,0,0,0.0,0.0,0.0,0.0,3
2008,1,1,2,1313,1315,1412,1430,XE,429,N19554,59,75,47,-18,-2,SAN,FAT,314,5,7,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1620,1610,1852,1839,XE,43,N13550,152,149,139,13,10,GEG,ONT,936,5,8,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1902,1905,2120,2122,XE,43,N12552,78,77,65,-2,-3,ONT,TUS,409,5,8,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1500,1500,1606,1607,XE,430,N19554,66,67,51,-1,0,FAT,SAN,314,5,10,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,951,835,1056,952,XE,431,N16546,65,77,53,64,76,SAN,MRY,376,3,9,0,,0,0,0,0,0,64,0.0,0.0,0.0,0.0,3
2008,1,1,2,1124,1025,1232,1136,XE,432,N16546,68,71,59,56,59,MRY,SAN,376,4,5,0,,0,3,0,0,0,53,0.0,0.0,0.0,0.0,3
2008,1,1,2,1640,1635,1743,1752,XE,433,N19554,63,77,52,-9,5,SAN,MRY,376,4,7,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1922,1920,2033,2031,XE,444,N19554,71,71,56,2,2,MRY,SAN,376,5,10,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1257,1205,1348,1303,XE,445,N16546,51,58,34,45,52,SAN,BFL,215,3,14,0,,0,0,0,0,0,45,0.0,0.0,0.0,0.0,3
2008,1,1,2,1407,1335,1458,1431,XE,446,N16546,51,56,40,27,32,BFL,SAN,215,4,7,0,,0,0,0,0,0,27,0.0,0.0,0.0,0.0,3
2008,1,1,2,659,700,822,830,XE,50,N11164,83,90,64,-8,-1,ONT,RNO,394,6,13,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,715,715,802,817,XE,500,N14174,107,122,92,-15,0,SAT,ABQ,609,5,10,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,843,850,1115,1130,XE,501,N14174,92,100,73,-15,-7,ABQ,SAT,609,6,13,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1148,1155,1527,1538,XE,501,N14174,159,163,139,-11,-7,SAT,RDU,1225,6,14,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1109,1110,1350,1353,XE,502,N14188,221,223,204,-3,-1,RDU,SAT,1225,5,12,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1425,1435,1517,1537,XE,502,N14188,112,122,98,-20,-10,SAT,ABQ,609,5,9,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1152,945,1434,1240,XE,508,N12563,102,115,91,114,127,MSY,RDU,779,3,8,0,,0,0,0,0,0,114,0.0,0.0,0.0,0.0,3
2008,1,1,2,1014,800,1126,920,XE,508,N12563,72,80,61,126,134,SAT,MSY,495,6,5,0,,0,126,0,0,0,0,0.0,0.0,0.0,0.0,3
2008,1,1,2,706,700,751,752,XE,511,N11544,105,112,90,-1,6,JAX,MSY,513,6,9,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,819,820,944,1003,XE,511,N11544,85,103,74,-19,-1,MSY,AUS,445,4,7,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,855,900,1141,1155,XE,512,N11164,106,115,94,-14,-5,RNO,TUS,710,3,9,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,715,715,826,832,XE,519,N11194,71,77,56,-6,0,AUS,MSY,445,5,10,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,858,900,1113,1124,XE,519,N11194,75,84,64,-11,-2,MSY,JAX,513,5,6,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,1130,1130,1305,1304,XE,521,N11551,155,154,143,1,0,RDU,MSY,779,4,8,0,,0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3
2008,1,1,2,748,700,940,854,XE,522,N11547,172,174,150,46,48,RDU,MCI,904,8,14,0,,0,46,0,0,0,0,0.0,0.0,0.0,0.0,3
